CFIP,FirstDateOrder,Year,MBD_0,MBD_1,MBD_2,MBD_3,MBD_4,MBD_5,MBD_6,MBD_7,MBD_8,MBD_9,MBD_10,MBD_11,MBD_12,bb,college,foreign,medianIncome,it
6.045000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,5.974723299999999959e+00,5.894457300000000011e+00,5.976182900000000409e+00,5.999533200000000122e+00,6.018505099999999608e+00,5.999533200000000122e+00,6.111905600000000049e+00,6.142552900000000093e+00,6.158606100000000083e+00,6.215521800000000319e+00,6.246169100000000363e+00,6.230115900000000373e+00,6.242155600000000248e+00,8.359999999999999432e+01,1.480000000000000071e+01,1.230000000000000071e+01,5.637800000000000000e+04,8.000000000000000444e-01
6.047000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,1.797230799999999906e+00,1.819451600000000058e+00,1.822096900000000019e+00,1.837968800000000069e+00,1.853311699999999895e+00,1.864951100000000084e+00,1.885584600000000055e+00,1.891933300000000040e+00,1.894578700000000060e+00,1.918386600000000053e+00,1.902514700000000003e+00,1.891404300000000038e+00,1.890814699999999959e+00,8.740000000000000568e+01,9.599999999999999645e+00,2.639999999999999858e+01,5.633000000000000000e+04,1.100000000000000089e+00
6.047000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,1.890814699999999959e+00,1.929049999999999931e+00,1.891338299999999917e+00,1.885577000000000059e+00,1.871434999999999960e+00,1.861483500000000069e+00,1.852579399999999987e+00,1.868292499999999912e+00,1.872482699999999944e+00,1.865673499999999985e+00,1.873006299999999902e+00,1.887148300000000001e+00,1.885120200000000024e+00,8.859999999999999432e+01,9.699999999999999289e+00,2.600000000000000000e+01,5.886100000000000000e+04,1.000000000000000000e+00
6.049000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,2.609299200000000152e+00,2.512144300000000108e+00,2.414989499999999900e+00,2.401110399999999867e+00,2.401110399999999867e+00,2.428868800000000050e+00,2.456627399999999906e+00,2.470506700000000055e+00,2.484385699999999808e+00,2.442748100000000200e+00,2.442748100000000200e+00,2.414989499999999900e+00,2.389937199999999873e+00,7.529999999999999716e+01,1.219999999999999929e+01,7.599999999999999645e+00,5.125000000000000000e+04,4.000000000000000222e-01
6.049000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,2.389937199999999873e+00,2.250174799999999919e+00,2.292103500000000071e+00,2.264150900000000188e+00,2.236198400000000142e+00,2.236198400000000142e+00,2.222222299999999873e+00,2.250174799999999919e+00,2.250174799999999919e+00,2.278127200000000130e+00,2.292103500000000071e+00,2.320056000000000118e+00,2.362869299999999839e+00,7.640000000000000568e+01,1.319999999999999929e+01,7.200000000000000178e+00,5.109000000000000000e+04,1.100000000000000089e+00
6.051000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,1.090117500000000028e+01,1.062255099999999963e+01,1.072703600000000002e+01,1.090117500000000028e+01,1.078798399999999980e+01,1.081410499999999963e+01,1.095341799999999921e+01,1.090988300000000066e+01,1.082281200000000076e+01,1.071832799999999963e+01,1.058772300000000044e+01,1.057901599999999931e+01,1.046481600000000078e+01,8.870000000000000284e+01,2.150000000000000000e+01,1.590000000000000036e+01,6.492400000000000000e+04,1.000000000000000056e-01
6.051000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,1.046481600000000078e+01,9.725921599999999501e+00,9.665779099999999957e+00,9.657187499999999147e+00,9.631411599999999851e+00,9.545493099999999842e+00,9.382248900000000447e+00,9.347882300000000200e+00,9.425208100000000755e+00,9.408024799999999743e+00,9.425208100000000755e+00,9.485350600000000298e+00,1.000700999999999929e+01,9.070000000000000284e+01,1.930000000000000071e+01,1.680000000000000071e+01,7.113800000000000000e+04,1.000000000000000056e-01
6.053000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,5.157840700000000389e+00,5.067270299999999672e+00,5.037497499999999739e+00,5.092968499999999565e+00,5.123994399999999949e+00,5.131202700000000227e+00,5.148438900000000373e+00,5.174450900000000075e+00,5.165049100000000060e+00,5.152512999999999899e+00,5.112712400000000379e+00,5.103623899999999658e+00,5.089174700000000051e+00,8.770000000000000284e+01,1.580000000000000071e+01,2.900000000000000000e+01,7.694300000000000000e+04,1.500000000000000000e+00
6.053000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,5.089174700000000051e+00,5.355494499999999825e+00,5.396177800000000246e+00,5.465339199999999842e+00,5.450943500000000164e+00,5.441868300000000325e+00,5.418709800000000243e+00,5.446249500000000410e+00,5.439051599999999986e+00,5.444058899999999923e+00,5.465339199999999842e+00,5.498198999999999614e+00,5.505792600000000370e+00,9.050000000000000000e+01,1.590000000000000036e+01,2.900000000000000000e+01,8.201300000000000000e+04,1.500000000000000000e+00
6.055000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,1.076232000000000077e+01,1.055533499999999947e+01,1.059420099999999998e+01,1.078581999999999930e+01,1.100636300000000034e+01,1.099190100000000037e+01,1.101901699999999984e+01,1.208828899999999962e+01,1.236939100000000025e+01,1.238114200000000054e+01,1.221392600000000073e+01,1.220398400000000017e+01,1.202205999999999975e+01,9.040000000000000568e+01,2.439999999999999858e+01,2.119999999999999929e+01,9.221900000000000000e+04,1.600000000000000089e+00
6.055000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,1.202205999999999975e+01,1.189165200000000056e+01,1.196228999999999942e+01,1.208817100000000089e+01,1.202930500000000080e+01,1.202658800000000028e+01,1.204560700000000040e+01,1.188621799999999951e+01,1.143703299999999956e+01,1.129213400000000078e+01,1.125590900000000083e+01,1.129847299999999954e+01,1.131734200000000001e+01,9.170000000000000284e+01,2.450000000000000000e+01,2.150000000000000000e+01,9.749800000000000000e+04,1.500000000000000000e+00
6.057000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,1.256730600000000031e+01,1.239759300000000053e+01,1.248794299999999957e+01,1.263567899999999966e+01,1.261247999999999969e+01,1.257829399999999964e+01,1.265521400000000085e+01,1.265887700000000038e+01,1.247451200000000071e+01,1.253556099999999951e+01,1.245864000000000082e+01,1.243544200000000011e+01,1.241098000000000035e+01,8.800000000000000000e+01,2.469999999999999929e+01,5.799999999999999822e+00,6.833300000000000000e+04,1.300000000000000044e+00
6.057000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,1.241098000000000035e+01,1.215655199999999958e+01,1.225272400000000061e+01,1.228802699999999959e+01,1.225394200000000033e+01,1.221255099999999949e+01,1.227098499999999959e+01,1.230750500000000081e+01,1.232941699999999940e+01,1.234037400000000062e+01,1.244141499999999922e+01,1.242315400000000025e+01,1.236274099999999976e+01,8.890000000000000568e+01,2.469999999999999929e+01,6.099999999999999645e+00,7.461700000000000000e+04,1.399999999999999911e+00
6.059000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,1.774313400000000129e+01,1.752262699999999995e+01,1.736363800000000168e+01,1.780982799999999955e+01,1.718658800000000042e+01,1.715283399999999858e+01,1.720811499999999938e+01,1.721431000000000111e+01,1.715988700000000122e+01,1.712340199999999868e+01,1.704031900000000022e+01,1.699722900000000081e+01,1.686084599999999867e+01,9.200000000000000000e+01,2.639999999999999858e+01,2.960000000000000142e+01,9.444100000000000000e+04,2.100000000000000089e+00
6.059000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,1.686084599999999867e+01,1.616830399999999912e+01,1.633107899999999901e+01,1.642358799999999874e+01,1.641080099999999931e+01,1.641104500000000144e+01,1.642983800000000016e+01,1.647871200000000158e+01,1.643255800000000022e+01,1.656939500000000010e+01,1.673671500000000023e+01,1.674735099999999832e+01,1.681901600000000130e+01,9.290000000000000568e+01,2.660000000000000142e+01,2.939999999999999858e+01,1.004850000000000000e+05,2.100000000000000089e+00
6.061000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,1.179923699999999975e+01,1.164432399999999923e+01,1.160967300000000080e+01,1.184408099999999919e+01,1.183219099999999990e+01,1.185257400000000061e+01,1.190658999999999956e+01,1.192561399999999949e+01,1.190930700000000009e+01,1.187159800000000054e+01,1.182471699999999970e+01,1.176118899999999989e+01,1.155521199999999915e+01,9.100000000000000000e+01,2.680000000000000071e+01,1.130000000000000071e+01,9.367700000000000000e+04,2.500000000000000000e+00
6.061000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,1.155521199999999915e+01,1.132625400000000049e+01,1.141783700000000046e+01,1.149103700000000039e+01,1.147532700000000006e+01,1.148401800000000073e+01,1.151978199999999930e+01,1.151911400000000008e+01,1.149839000000000055e+01,1.153515699999999988e+01,1.171130600000000044e+01,1.175609399999999916e+01,1.154511499999999913e+01,9.190000000000000568e+01,2.710000000000000142e+01,1.169999999999999929e+01,9.973400000000000000e+04,2.299999999999999822e+00
6.063000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,5.199539699999999876e+00,5.205935000000000201e+00,5.046047699999999914e+00,5.205935000000000201e+00,5.205935000000000201e+00,5.218726199999999871e+00,5.199539699999999876e+00,5.084420699999999904e+00,5.084420699999999904e+00,5.046047699999999914e+00,5.103607199999999899e+00,5.078024899999999953e+00,5.089107499999999895e+00,8.129999999999999716e+01,1.559999999999999964e+01,4.000000000000000000e+00,5.723300000000000000e+04,9.000000000000000222e-01
6.063000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,5.089107499999999895e+00,4.992601399999999856e+00,4.992601399999999856e+00,5.037637700000000329e+00,5.011902300000000032e+00,5.024769799999999620e+00,4.992601399999999856e+00,4.973300000000000054e+00,5.031203699999999834e+00,5.063372600000000112e+00,5.024769799999999620e+00,5.031203699999999834e+00,4.957886700000000424e+00,8.270000000000000284e+01,1.480000000000000071e+01,3.600000000000000089e+00,5.788500000000000000e+04,5.999999999999999778e-01
6.065000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,6.974994699999999881e+00,6.912151299999999665e+00,6.860158900000000060e+00,6.992005299999999757e+00,7.061291699999999949e+00,7.088305000000000078e+00,7.192121000000000208e+00,7.261237600000000292e+00,7.181496600000000008e+00,7.126734700000000089e+00,7.099325200000000002e+00,7.101190100000000172e+00,6.939447900000000224e+00,8.929999999999999716e+01,1.490000000000000036e+01,2.150000000000000000e+01,7.073200000000000000e+04,1.600000000000000089e+00
6.065000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,6.939447900000000224e+00,6.763182200000000144e+00,6.819879099999999639e+00,6.866337800000000158e+00,6.850535899999999678e+00,6.827390199999999965e+00,6.835680499999999604e+00,6.878800899999999885e+00,6.867005299999999757e+00,6.875184499999999588e+00,6.950074700000000050e+00,6.979229899999999986e+00,6.906971900000000275e+00,9.079999999999999716e+01,1.509999999999999964e+01,2.150000000000000000e+01,7.606600000000000000e+04,1.699999999999999956e+00
6.067000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,7.021412800000000232e+00,6.889533499999999755e+00,6.903479599999999827e+00,7.009122399999999864e+00,7.033964199999999778e+00,7.059328999999999965e+00,7.106397600000000203e+00,7.245162999999999798e+00,7.263554599999999972e+00,7.277064799999999778e+00,7.254838000000000342e+00,7.232611200000000018e+00,7.086673700000000409e+00,9.029999999999999716e+01,2.050000000000000000e+01,2.089999999999999858e+01,7.068400000000000000e+04,1.800000000000000044e+00
6.067000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,7.086673700000000409e+00,6.884500000000000064e+00,6.965266200000000296e+00,7.003927199999999686e+00,7.004357800000000189e+00,7.012107399999999657e+00,7.032514100000000212e+00,7.067644600000000388e+00,7.055676000000000059e+00,7.100278399999999657e+00,7.263877400000000151e+00,7.387093100000000412e+00,7.316011399999999831e+00,9.179999999999999716e+01,2.069999999999999929e+01,2.100000000000000000e+01,7.642200000000000000e+04,1.699999999999999956e+00
6.069000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,4.265857200000000127e+00,4.263574600000000103e+00,4.295528899999999872e+00,4.494100099999999820e+00,4.519206500000000126e+00,4.542030800000000035e+00,4.665281799999999812e+00,4.692671299999999768e+00,4.685823899999999931e+00,4.888959899999999692e+00,4.847876099999999688e+00,4.845593899999999898e+00,4.729517900000000274e+00,9.150000000000000000e+01,1.469999999999999929e+01,1.869999999999999929e+01,8.580800000000000000e+04,1.199999999999999956e+00
6.069000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,4.729517900000000274e+00,4.617656199999999878e+00,4.624368200000000151e+00,4.644503099999999662e+00,4.626604999999999634e+00,4.651214600000000310e+00,4.704908399999999880e+00,4.733992599999999662e+00,4.742941400000000307e+00,4.758602100000000057e+00,4.792160499999999601e+00,4.832430800000000026e+00,4.907773999999999859e+00,9.209999999999999432e+01,1.530000000000000071e+01,2.000000000000000000e+01,9.560600000000000000e+04,1.199999999999999956e+00
6.071000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,5.968022799999999961e+00,5.930200600000000044e+00,5.928408600000000028e+00,6.000917900000000138e+00,6.042580100000000343e+00,6.064851299999999945e+00,6.138960400000000206e+00,6.171087299999999942e+00,6.179726600000000403e+00,6.174095200000000006e+00,6.160207299999999719e+00,6.108049399999999629e+00,6.031456900000000232e+00,8.750000000000000000e+01,1.390000000000000036e+01,2.069999999999999929e+01,6.576100000000000000e+04,1.399999999999999911e+00
6.071000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,6.031456900000000232e+00,5.966035399999999989e+00,6.019729100000000166e+00,6.079064800000000268e+00,6.063089800000000196e+00,6.056370300000000206e+00,6.046037199999999778e+00,6.055546299999999604e+00,6.023786099999999699e+00,6.039824499999999929e+00,6.083375499999999825e+00,6.103090800000000371e+00,6.058477400000000124e+00,8.929999999999999716e+01,1.430000000000000071e+01,2.069999999999999929e+01,7.028700000000000000e+04,1.399999999999999911e+00
6.073000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,1.415903600000000040e+01,1.411125799999999941e+01,1.394859399999999994e+01,1.419454999999999956e+01,1.433819399999999966e+01,1.421876800000000074e+01,1.429639300000000013e+01,1.436524700000000010e+01,1.426891400000000054e+01,1.423976599999999948e+01,1.423506899999999931e+01,1.417848099999999967e+01,1.407770299999999963e+01,9.179999999999999716e+01,2.419999999999999929e+01,2.289999999999999858e+01,8.242600000000000000e+04,2.200000000000000178e+00
6.073000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,1.407770299999999963e+01,1.340509400000000007e+01,1.350219000000000058e+01,1.356222799999999928e+01,1.358698399999999928e+01,1.355189299999999974e+01,1.361420700000000039e+01,1.370035099999999950e+01,1.364536400000000071e+01,1.370524799999999921e+01,1.383265199999999950e+01,1.387225300000000061e+01,1.383905400000000085e+01,9.300000000000000000e+01,2.450000000000000000e+01,2.269999999999999929e+01,8.824000000000000000e+04,2.200000000000000178e+00
6.075000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,1.944002899999999912e+01,1.915495900000000162e+01,1.909972399999999837e+01,1.922745499999999907e+01,1.923090699999999842e+01,1.923993700000000118e+01,1.930512799999999984e+01,1.935651400000000066e+01,1.924577700000000036e+01,1.922426799999999858e+01,1.901766800000000046e+01,1.895473300000000094e+01,1.878600300000000090e+01,8.950000000000000000e+01,3.500000000000000000e+01,3.420000000000000284e+01,1.191360000000000000e+05,7.099999999999999645e+00
6.075000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,1.878600300000000090e+01,1.760039099999999834e+01,1.766785600000000045e+01,1.763762300000000138e+01,1.777757300000000029e+01,1.737092600000000076e+01,1.737818700000000049e+01,1.743575099999999978e+01,1.738016899999999865e+01,1.739561499999999938e+01,1.763881100000000046e+01,1.766402799999999829e+01,1.769913899999999884e+01,9.059999999999999432e+01,3.539999999999999858e+01,3.410000000000000142e+01,1.261870000000000000e+05,7.400000000000000355e+00
6.077000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,3.527376700000000032e+00,3.486487900000000195e+00,3.508157000000000192e+00,3.562612800000000135e+00,3.582774600000000031e+00,3.620083300000000115e+00,3.645332799999999818e+00,3.689424999999999955e+00,3.691120900000000038e+00,3.677554100000000048e+00,3.663421899999999898e+00,3.666059999999999874e+00,3.590836799999999940e+00,8.609999999999999432e+01,1.300000000000000000e+01,2.300000000000000000e+01,6.862800000000000000e+04,1.399999999999999911e+00
6.077000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,3.590836799999999940e+00,3.719934499999999922e+00,3.764572100000000088e+00,3.786983499999999836e+00,3.782908700000000124e+00,3.790132299999999788e+00,3.814766399999999891e+00,3.822916000000000203e+00,3.819026500000000102e+00,3.824953299999999778e+00,3.866812900000000219e+00,3.896633099999999850e+00,3.857503900000000208e+00,8.790000000000000568e+01,1.309999999999999964e+01,2.330000000000000071e+01,7.496200000000000000e+04,1.399999999999999911e+00
6.079000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,1.101215400000000066e+01,1.095326999999999984e+01,1.102947200000000016e+01,1.116066200000000030e+01,1.118404300000000084e+01,1.120872199999999985e+01,1.126500799999999991e+01,1.131349999999999945e+01,1.133298399999999972e+01,1.179756099999999996e+01,1.177374700000000018e+01,1.172568799999999989e+01,1.156390999999999991e+01,8.920000000000000284e+01,2.230000000000000071e+01,9.500000000000000000e+00,7.794800000000000000e+04,2.299999999999999822e+00
6.079000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,1.156390999999999991e+01,1.100698799999999977e+01,1.107681799999999939e+01,1.112768299999999932e+01,1.110742300000000071e+01,1.114621799999999929e+01,1.121992900000000049e+01,1.127165500000000087e+01,1.125441299999999956e+01,1.127467299999999994e+01,1.139235000000000042e+01,1.144752599999999987e+01,1.142160600000000059e+01,9.070000000000000284e+01,2.260000000000000142e+01,9.699999999999999289e+00,8.251400000000000000e+04,2.200000000000000178e+00
6.081000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,1.237648599999999988e+01,1.206723500000000016e+01,1.213917299999999955e+01,1.219275400000000076e+01,1.217158599999999957e+01,1.218415500000000051e+01,1.226138500000000064e+01,1.228867100000000079e+01,1.225328200000000045e+01,1.222185999999999950e+01,1.215521400000000085e+01,1.214926099999999920e+01,1.194616399999999956e+01,9.250000000000000000e+01,2.950000000000000000e+01,3.500000000000000000e+01,1.280910000000000000e+05,5.299999999999999822e+00
6.081000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,1.194616399999999956e+01,1.106644200000000033e+01,1.112483699999999942e+01,1.114243800000000029e+01,1.109983399999999953e+01,1.097843600000000031e+01,1.098666099999999979e+01,1.098814100000000060e+01,1.095293900000000065e+01,1.097284299999999924e+01,1.138770099999999985e+01,1.144034000000000084e+01,1.146268300000000018e+01,9.340000000000000568e+01,2.939999999999999858e+01,3.510000000000000142e+01,1.368370000000000000e+05,5.400000000000000355e+00
6.083000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,1.112178300000000064e+01,1.094245500000000071e+01,1.129008400000000023e+01,1.139425699999999964e+01,1.141921100000000067e+01,1.143168799999999941e+01,1.147144199999999969e+01,1.146128700000000045e+01,1.108783200000000058e+01,1.104169500000000070e+01,1.100542399999999965e+01,1.097408500000000053e+01,1.094302000000000064e+01,8.970000000000000284e+01,2.080000000000000071e+01,2.269999999999999929e+01,7.892500000000000000e+04,1.899999999999999911e+00
6.083000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,1.094302000000000064e+01,9.751913099999999446e+00,9.806304000000000798e+00,9.923766099999999923e+00,9.873425499999999744e+00,9.877764700000000175e+00,9.846808400000000461e+00,9.856065799999999655e+00,9.853752099999999459e+00,9.869953199999999427e+00,9.981918300000000244e+00,1.001547799999999988e+01,9.993176500000000573e+00,9.079999999999999716e+01,2.119999999999999929e+01,2.239999999999999858e+01,8.435600000000000000e+04,1.800000000000000044e+00
6.085000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,1.248694200000000087e+01,1.218053300000000050e+01,1.215737200000000051e+01,1.231272399999999934e+01,1.228291600000000017e+01,1.228526600000000002e+01,1.233554999999999957e+01,1.237509299999999968e+01,1.236307599999999951e+01,1.235018600000000077e+01,1.229218099999999936e+01,1.231890100000000032e+01,1.217146699999999981e+01,9.300000000000000000e+01,2.789999999999999858e+01,3.970000000000000284e+01,1.308900000000000000e+05,6.099999999999999645e+00
6.085000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,1.217146699999999981e+01,1.130340600000000073e+01,1.137358200000000075e+01,1.142241199999999957e+01,1.140646800000000027e+01,1.141267200000000059e+01,1.140606799999999943e+01,1.143675299999999950e+01,1.140333399999999919e+01,1.140686900000000037e+01,1.152800900000000084e+01,1.154695399999999950e+01,1.154699399999999976e+01,9.409999999999999432e+01,2.780000000000000071e+01,3.989999999999999858e+01,1.402580000000000000e+05,6.599999999999999645e+00
6.087000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,1.184432999999999936e+01,1.166251600000000010e+01,1.163569700000000040e+01,1.177614999999999945e+01,1.159388000000000041e+01,1.169433300000000031e+01,1.164842400000000033e+01,1.185069400000000073e+01,1.176524099999999962e+01,1.169978700000000060e+01,1.165524300000000046e+01,1.166751499999999986e+01,1.157348499999999980e+01,9.040000000000000568e+01,2.439999999999999858e+01,1.750000000000000000e+01,8.998600000000000000e+04,2.799999999999999822e+00
6.087000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,1.157348499999999980e+01,1.065427200000000063e+01,1.069321300000000008e+01,1.073713700000000060e+01,1.072264700000000026e+01,1.070589299999999966e+01,1.072491100000000053e+01,1.072219400000000000e+01,1.076838099999999976e+01,1.077064500000000002e+01,1.082724699999999984e+01,1.081638000000000055e+01,1.082830799999999982e+01,9.159999999999999432e+01,2.410000000000000142e+01,1.780000000000000071e+01,9.609300000000000000e+04,3.200000000000000178e+00
6.089000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,6.319260599999999783e+00,6.395464900000000341e+00,6.342050600000000316e+00,6.530068899999999843e+00,6.558556099999999667e+00,6.625502100000000283e+00,6.554995500000000419e+00,6.613394699999999737e+00,6.680340799999999746e+00,6.624789700000000003e+00,6.594165799999999855e+00,6.634048499999999571e+00,6.594892500000000268e+00,8.490000000000000568e+01,1.480000000000000071e+01,5.700000000000000178e+00,5.713900000000000000e+04,1.600000000000000089e+00
6.089000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,6.594892500000000268e+00,6.219179600000000363e+00,6.292472400000000299e+00,6.317377600000000371e+00,6.321646699999999619e+00,6.317377600000000371e+00,6.313107999999999720e+00,6.332320700000000357e+00,6.309550299999999723e+00,6.352956299999999779e+00,6.495983100000000121e+00,6.510214799999999968e+00,6.516404600000000436e+00,8.709999999999999432e+01,1.519999999999999929e+01,5.599999999999999645e+00,6.193700000000000000e+04,1.600000000000000089e+00
6.091000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,3.575733200000000167e+00,3.816793899999999962e+00,3.816793899999999962e+00,3.856970800000000033e+00,3.856970800000000033e+00,3.776617100000000171e+00,3.897147400000000150e+00,3.816793899999999962e+00,3.816793899999999962e+00,3.897147400000000150e+00,3.856970800000000033e+00,3.696263599999999983e+00,3.557466699999999982e+00,7.550000000000000000e+01,8.800000000000000711e+00,1.899999999999999911e+00,5.210300000000000000e+04,0.000000000000000000e+00
6.091000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,3.557466699999999982e+00,3.244722400000000118e+00,3.244722400000000118e+00,3.244722400000000118e+00,3.205629300000000015e+00,3.205629300000000015e+00,3.166536300000000193e+00,3.205629300000000015e+00,3.205629300000000015e+00,3.166536300000000193e+00,3.127443299999999926e+00,3.088350300000000104e+00,3.259983800000000098e+00,7.370000000000000284e+01,1.119999999999999929e+01,3.299999999999999822e+00,5.615200000000000000e+04,0.000000000000000000e+00
6.093000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,6.738048100000000318e+00,6.674725999999999715e+00,6.614282099999999609e+00,6.775465500000000141e+00,6.775465500000000141e+00,6.723656700000000264e+00,6.729413000000000089e+00,6.732291199999999698e+00,6.786978699999999698e+00,6.789856900000000195e+00,6.763952299999999696e+00,6.628673599999999944e+00,6.601812800000000259e+00,8.179999999999999716e+01,1.440000000000000036e+01,5.900000000000000355e+00,4.740300000000000000e+04,1.899999999999999911e+00
6.093000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,6.601812800000000259e+00,5.885918600000000112e+00,5.854165599999999969e+00,5.871485700000000030e+00,6.056232500000000130e+00,6.382425800000000038e+00,6.165925999999999796e+00,6.137059200000000381e+00,5.920558899999999625e+00,5.906125499999999917e+00,5.958085500000000145e+00,6.015819099999999864e+00,5.971310100000000176e+00,8.279999999999999716e+01,1.430000000000000071e+01,5.799999999999999822e+00,4.985700000000000000e+04,2.399999999999999911e+00
6.095000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,4.912912799999999969e+00,4.875234599999999752e+00,4.885537099999999633e+00,4.940877399999999753e+00,4.963837599999999739e+00,4.967664199999999752e+00,5.046258899999999770e+00,5.117789300000000097e+00,5.161355000000000359e+00,5.174601100000000287e+00,5.164004300000000214e+00,5.149874699999999805e+00,5.023761699999999664e+00,9.190000000000000568e+01,1.850000000000000000e+01,1.969999999999999929e+01,8.463800000000000000e+04,2.100000000000000089e+00
6.095000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,5.023761699999999664e+00,4.803347099999999870e+00,4.848537900000000178e+00,5.008017500000000233e+00,4.988192100000000018e+00,4.987608899999999679e+00,5.011807899999999982e+00,5.022304100000000382e+00,5.025510800000000167e+00,5.250007199999999763e+00,5.364587799999999795e+00,5.366045500000000246e+00,5.338914899999999797e+00,9.270000000000000284e+01,1.889999999999999858e+01,1.969999999999999929e+01,8.964800000000000000e+04,1.899999999999999911e+00
6.097000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,1.174709499999999984e+01,1.159328700000000012e+01,1.160926699999999911e+01,1.167393700000000045e+01,1.159353699999999954e+01,1.146095299999999995e+01,1.147942899999999966e+01,1.150539700000000032e+01,1.146819299999999942e+01,1.145445999999999920e+01,1.139478500000000061e+01,1.136007799999999968e+01,1.131803200000000054e+01,9.100000000000000000e+01,2.289999999999999858e+01,1.660000000000000142e+01,8.617300000000000000e+04,2.100000000000000089e+00
6.097000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,1.131803200000000054e+01,1.073013800000000018e+01,1.085470699999999944e+01,1.088516199999999934e+01,1.083448600000000006e+01,1.079753999999999969e+01,1.078231099999999998e+01,1.080353099999999955e+01,1.075909500000000030e+01,1.077656999999999954e+01,1.083423600000000064e+01,1.083623300000000000e+01,1.088101200000000013e+01,9.240000000000000568e+01,2.319999999999999929e+01,1.630000000000000071e+01,9.160700000000000000e+04,2.000000000000000000e+00
6.099000000000000000e+03,5.000000000000000000e+00,2.020000000000000000e+03,4.339261099999999871e+00,4.293898600000000343e+00,4.337731800000000248e+00,4.365765099999999954e+00,4.357864900000000041e+00,4.362452000000000218e+00,4.359903300000000037e+00,4.366274800000000234e+00,4.367294300000000185e+00,4.357355100000000370e+00,4.331615399999999561e+00,4.322441099999999814e+00,4.263204100000000274e+00,8.650000000000000000e+01,1.240000000000000036e+01,2.019999999999999929e+01,6.287300000000000000e+04,9.000000000000000222e-01
6.099000000000000000e+03,1.700000000000000000e+01,2.021000000000000000e+03,4.263204100000000274e+00,4.073099599999999931e+00,4.101412800000000303e+00,4.128967799999999855e+00,4.112536000000000413e+00,4.128967799999999855e+00,4.129473700000000136e+00,4.157787299999999853e+00,4.195706799999999959e+00,4.205060500000000090e+00,4.247530900000000109e+00,4.264468199999999598e+00,4.271488200000000290e+00,8.870000000000000284e+01,1.230000000000000071e+01,2.010000000000000142e+01,6.836800000000000000e+04,9.000000000000000222e-01
