CFIP,FirstDateOrder,MBD_0,MBD_1,MBD_2,MBD_3,MBD_4,MBD_5,MBD_6,MBD_7,MBD_8,MBD_9,MBD_10,MBD_11,MBD_12,MBD_13,MBD_14,MBD_15,MBD_16,MBD_17,MBD_18,MBD_19,MBD_20
1.011000000000000000e+03,4.000000000000000000e+00,1.034648699999999977e+00,1.060716900000000074e+00,1.036332599999999937e+00,1.060716900000000074e+00,1.011948300000000023e+00,8.900268099999999460e-01,9.266032600000000397e-01,9.144111299999999609e-01,9.509875800000000545e-01,9.266032600000000397e-01,9.387953900000000074e-01,8.778346799999999783e-01,8.778346799999999783e-01,8.620689499999999450e-01,8.004925800000000091e-01,8.251231300000000379e-01,8.620689499999999450e-01,8.743842200000000453e-01,8.743842200000000453e-01,8.374384000000000272e-01,8.251231300000000379e-01
1.011000000000000000e+03,5.000000000000000000e+00,1.060716900000000074e+00,1.036332599999999937e+00,1.060716900000000074e+00,1.011948300000000023e+00,8.900268099999999460e-01,9.266032600000000397e-01,9.144111299999999609e-01,9.509875800000000545e-01,9.266032600000000397e-01,9.387953900000000074e-01,8.778346799999999783e-01,8.778346799999999783e-01,8.620689499999999450e-01,8.004925800000000091e-01,8.251231300000000379e-01,8.620689499999999450e-01,8.743842200000000453e-01,8.743842200000000453e-01,8.374384000000000272e-01,8.251231300000000379e-01,8.004925800000000091e-01
1.011000000000000000e+03,6.000000000000000000e+00,1.036332599999999937e+00,1.060716900000000074e+00,1.011948300000000023e+00,8.900268099999999460e-01,9.266032600000000397e-01,9.144111299999999609e-01,9.509875800000000545e-01,9.266032600000000397e-01,9.387953900000000074e-01,8.778346799999999783e-01,8.778346799999999783e-01,8.620689499999999450e-01,8.004925800000000091e-01,8.251231300000000379e-01,8.620689499999999450e-01,8.743842200000000453e-01,8.743842200000000453e-01,8.374384000000000272e-01,8.251231300000000379e-01,8.004925800000000091e-01,7.758620999999999990e-01
1.011000000000000000e+03,7.000000000000000000e+00,1.060716900000000074e+00,1.011948300000000023e+00,8.900268099999999460e-01,9.266032600000000397e-01,9.144111299999999609e-01,9.509875800000000545e-01,9.266032600000000397e-01,9.387953900000000074e-01,8.778346799999999783e-01,8.778346799999999783e-01,8.620689499999999450e-01,8.004925800000000091e-01,8.251231300000000379e-01,8.620689499999999450e-01,8.743842200000000453e-01,8.743842200000000453e-01,8.374384000000000272e-01,8.251231300000000379e-01,8.004925800000000091e-01,7.758620999999999990e-01,8.004925800000000091e-01
1.011000000000000000e+03,8.000000000000000000e+00,1.011948300000000023e+00,8.900268099999999460e-01,9.266032600000000397e-01,9.144111299999999609e-01,9.509875800000000545e-01,9.266032600000000397e-01,9.387953900000000074e-01,8.778346799999999783e-01,8.778346799999999783e-01,8.620689499999999450e-01,8.004925800000000091e-01,8.251231300000000379e-01,8.620689499999999450e-01,8.743842200000000453e-01,8.743842200000000453e-01,8.374384000000000272e-01,8.251231300000000379e-01,8.004925800000000091e-01,7.758620999999999990e-01,8.004925800000000091e-01,8.374384000000000272e-01
1.011000000000000000e+03,9.000000000000000000e+00,8.900268099999999460e-01,9.266032600000000397e-01,9.144111299999999609e-01,9.509875800000000545e-01,9.266032600000000397e-01,9.387953900000000074e-01,8.778346799999999783e-01,8.778346799999999783e-01,8.620689499999999450e-01,8.004925800000000091e-01,8.251231300000000379e-01,8.620689499999999450e-01,8.743842200000000453e-01,8.743842200000000453e-01,8.374384000000000272e-01,8.251231300000000379e-01,8.004925800000000091e-01,7.758620999999999990e-01,8.004925800000000091e-01,8.374384000000000272e-01,8.487458799999999526e-01
1.011000000000000000e+03,1.000000000000000000e+01,9.266032600000000397e-01,9.144111299999999609e-01,9.509875800000000545e-01,9.266032600000000397e-01,9.387953900000000074e-01,8.778346799999999783e-01,8.778346799999999783e-01,8.620689499999999450e-01,8.004925800000000091e-01,8.251231300000000379e-01,8.620689499999999450e-01,8.743842200000000453e-01,8.743842200000000453e-01,8.374384000000000272e-01,8.251231300000000379e-01,8.004925800000000091e-01,7.758620999999999990e-01,8.004925800000000091e-01,8.374384000000000272e-01,8.487458799999999526e-01,8.740815499999999849e-01
1.011000000000000000e+03,1.100000000000000000e+01,9.144111299999999609e-01,9.509875800000000545e-01,9.266032600000000397e-01,9.387953900000000074e-01,8.778346799999999783e-01,8.778346799999999783e-01,8.620689499999999450e-01,8.004925800000000091e-01,8.251231300000000379e-01,8.620689499999999450e-01,8.743842200000000453e-01,8.743842200000000453e-01,8.374384000000000272e-01,8.251231300000000379e-01,8.004925800000000091e-01,7.758620999999999990e-01,8.004925800000000091e-01,8.374384000000000272e-01,8.487458799999999526e-01,8.740815499999999849e-01,9.247529500000000180e-01
1.011000000000000000e+03,1.200000000000000000e+01,9.509875800000000545e-01,9.266032600000000397e-01,9.387953900000000074e-01,8.778346799999999783e-01,8.778346799999999783e-01,8.620689499999999450e-01,8.004925800000000091e-01,8.251231300000000379e-01,8.620689499999999450e-01,8.743842200000000453e-01,8.743842200000000453e-01,8.374384000000000272e-01,8.251231300000000379e-01,8.004925800000000091e-01,7.758620999999999990e-01,8.004925800000000091e-01,8.374384000000000272e-01,8.487458799999999526e-01,8.740815499999999849e-01,9.247529500000000180e-01,9.120851199999999714e-01
1.011000000000000000e+03,1.300000000000000000e+01,9.266032600000000397e-01,9.387953900000000074e-01,8.778346799999999783e-01,8.778346799999999783e-01,8.620689499999999450e-01,8.004925800000000091e-01,8.251231300000000379e-01,8.620689499999999450e-01,8.743842200000000453e-01,8.743842200000000453e-01,8.374384000000000272e-01,8.251231300000000379e-01,8.004925800000000091e-01,7.758620999999999990e-01,8.004925800000000091e-01,8.374384000000000272e-01,8.487458799999999526e-01,8.740815499999999849e-01,9.247529500000000180e-01,9.120851199999999714e-01,9.120851199999999714e-01
1.011000000000000000e+03,1.400000000000000000e+01,9.387953900000000074e-01,8.778346799999999783e-01,8.778346799999999783e-01,8.620689499999999450e-01,8.004925800000000091e-01,8.251231300000000379e-01,8.620689499999999450e-01,8.743842200000000453e-01,8.743842200000000453e-01,8.374384000000000272e-01,8.251231300000000379e-01,8.004925800000000091e-01,7.758620999999999990e-01,8.004925800000000091e-01,8.374384000000000272e-01,8.487458799999999526e-01,8.740815499999999849e-01,9.247529500000000180e-01,9.120851199999999714e-01,9.120851199999999714e-01,9.374208499999999722e-01
1.011000000000000000e+03,1.500000000000000000e+01,8.778346799999999783e-01,8.778346799999999783e-01,8.620689499999999450e-01,8.004925800000000091e-01,8.251231300000000379e-01,8.620689499999999450e-01,8.743842200000000453e-01,8.743842200000000453e-01,8.374384000000000272e-01,8.251231300000000379e-01,8.004925800000000091e-01,7.758620999999999990e-01,8.004925800000000091e-01,8.374384000000000272e-01,8.487458799999999526e-01,8.740815499999999849e-01,9.247529500000000180e-01,9.120851199999999714e-01,9.120851199999999714e-01,9.374208499999999722e-01,9.500886800000000187e-01
1.011000000000000000e+03,1.600000000000000000e+01,8.778346799999999783e-01,8.620689499999999450e-01,8.004925800000000091e-01,8.251231300000000379e-01,8.620689499999999450e-01,8.743842200000000453e-01,8.743842200000000453e-01,8.374384000000000272e-01,8.251231300000000379e-01,8.004925800000000091e-01,7.758620999999999990e-01,8.004925800000000091e-01,8.374384000000000272e-01,8.487458799999999526e-01,8.740815499999999849e-01,9.247529500000000180e-01,9.120851199999999714e-01,9.120851199999999714e-01,9.374208499999999722e-01,9.500886800000000187e-01,9.627565099999999543e-01
1.013000000000000000e+03,0.000000000000000000e+00,6.749806999999999890e-01,7.392646099999999887e-01,7.135510400000000253e-01,1.054255600000000070e+00,1.054255600000000070e+00,1.060870600000000108e+00,1.060870600000000108e+00,1.009120900000000098e+00,9.961834499999999704e-01,9.961834499999999704e-01,1.002652199999999993e+00,7.633094200000000162e-01,7.697781299999999494e-01,7.827155599999999769e-01,8.021217600000000170e-01,7.762468500000000438e-01,7.633094200000000162e-01,7.610746000000000455e-01,1.736811300000000058e+00,1.730306399999999911e+00,1.730306399999999911e+00
1.013000000000000000e+03,1.000000000000000000e+00,7.392646099999999887e-01,7.135510400000000253e-01,1.054255600000000070e+00,1.054255600000000070e+00,1.060870600000000108e+00,1.060870600000000108e+00,1.009120900000000098e+00,9.961834499999999704e-01,9.961834499999999704e-01,1.002652199999999993e+00,7.633094200000000162e-01,7.697781299999999494e-01,7.827155599999999769e-01,8.021217600000000170e-01,7.762468500000000438e-01,7.633094200000000162e-01,7.610746000000000455e-01,1.736811300000000058e+00,1.730306399999999911e+00,1.730306399999999911e+00,1.860404600000000075e+00
1.013000000000000000e+03,2.000000000000000000e+00,7.135510400000000253e-01,1.054255600000000070e+00,1.054255600000000070e+00,1.060870600000000108e+00,1.060870600000000108e+00,1.009120900000000098e+00,9.961834499999999704e-01,9.961834499999999704e-01,1.002652199999999993e+00,7.633094200000000162e-01,7.697781299999999494e-01,7.827155599999999769e-01,8.021217600000000170e-01,7.762468500000000438e-01,7.633094200000000162e-01,7.610746000000000455e-01,1.736811300000000058e+00,1.730306399999999911e+00,1.730306399999999911e+00,1.860404600000000075e+00,1.886424300000000054e+00
1.013000000000000000e+03,3.000000000000000000e+00,1.054255600000000070e+00,1.054255600000000070e+00,1.060870600000000108e+00,1.060870600000000108e+00,1.009120900000000098e+00,9.961834499999999704e-01,9.961834499999999704e-01,1.002652199999999993e+00,7.633094200000000162e-01,7.697781299999999494e-01,7.827155599999999769e-01,8.021217600000000170e-01,7.762468500000000438e-01,7.633094200000000162e-01,7.610746000000000455e-01,1.736811300000000058e+00,1.730306399999999911e+00,1.730306399999999911e+00,1.860404600000000075e+00,1.886424300000000054e+00,1.886424300000000054e+00
1.013000000000000000e+03,4.000000000000000000e+00,1.054255600000000070e+00,1.060870600000000108e+00,1.060870600000000108e+00,1.009120900000000098e+00,9.961834499999999704e-01,9.961834499999999704e-01,1.002652199999999993e+00,7.633094200000000162e-01,7.697781299999999494e-01,7.827155599999999769e-01,8.021217600000000170e-01,7.762468500000000438e-01,7.633094200000000162e-01,7.610746000000000455e-01,1.736811300000000058e+00,1.730306399999999911e+00,1.730306399999999911e+00,1.860404600000000075e+00,1.886424300000000054e+00,1.886424300000000054e+00,1.892929199999999978e+00
1.013000000000000000e+03,5.000000000000000000e+00,1.060870600000000108e+00,1.060870600000000108e+00,1.009120900000000098e+00,9.961834499999999704e-01,9.961834499999999704e-01,1.002652199999999993e+00,7.633094200000000162e-01,7.697781299999999494e-01,7.827155599999999769e-01,8.021217600000000170e-01,7.762468500000000438e-01,7.633094200000000162e-01,7.610746000000000455e-01,1.736811300000000058e+00,1.730306399999999911e+00,1.730306399999999911e+00,1.860404600000000075e+00,1.886424300000000054e+00,1.886424300000000054e+00,1.892929199999999978e+00,1.918948799999999899e+00
1.013000000000000000e+03,6.000000000000000000e+00,1.060870600000000108e+00,1.009120900000000098e+00,9.961834499999999704e-01,9.961834499999999704e-01,1.002652199999999993e+00,7.633094200000000162e-01,7.697781299999999494e-01,7.827155599999999769e-01,8.021217600000000170e-01,7.762468500000000438e-01,7.633094200000000162e-01,7.610746000000000455e-01,1.736811300000000058e+00,1.730306399999999911e+00,1.730306399999999911e+00,1.860404600000000075e+00,1.886424300000000054e+00,1.886424300000000054e+00,1.892929199999999978e+00,1.918948799999999899e+00,1.918948799999999899e+00
1.013000000000000000e+03,7.000000000000000000e+00,1.009120900000000098e+00,9.961834499999999704e-01,9.961834499999999704e-01,1.002652199999999993e+00,7.633094200000000162e-01,7.697781299999999494e-01,7.827155599999999769e-01,8.021217600000000170e-01,7.762468500000000438e-01,7.633094200000000162e-01,7.610746000000000455e-01,1.736811300000000058e+00,1.730306399999999911e+00,1.730306399999999911e+00,1.860404600000000075e+00,1.886424300000000054e+00,1.886424300000000054e+00,1.892929199999999978e+00,1.918948799999999899e+00,1.918948799999999899e+00,1.951473400000000025e+00
1.013000000000000000e+03,8.000000000000000000e+00,9.961834499999999704e-01,9.961834499999999704e-01,1.002652199999999993e+00,7.633094200000000162e-01,7.697781299999999494e-01,7.827155599999999769e-01,8.021217600000000170e-01,7.762468500000000438e-01,7.633094200000000162e-01,7.610746000000000455e-01,1.736811300000000058e+00,1.730306399999999911e+00,1.730306399999999911e+00,1.860404600000000075e+00,1.886424300000000054e+00,1.886424300000000054e+00,1.892929199999999978e+00,1.918948799999999899e+00,1.918948799999999899e+00,1.951473400000000025e+00,1.918948799999999899e+00
1.013000000000000000e+03,9.000000000000000000e+00,9.961834499999999704e-01,1.002652199999999993e+00,7.633094200000000162e-01,7.697781299999999494e-01,7.827155599999999769e-01,8.021217600000000170e-01,7.762468500000000438e-01,7.633094200000000162e-01,7.610746000000000455e-01,1.736811300000000058e+00,1.730306399999999911e+00,1.730306399999999911e+00,1.860404600000000075e+00,1.886424300000000054e+00,1.886424300000000054e+00,1.892929199999999978e+00,1.918948799999999899e+00,1.918948799999999899e+00,1.951473400000000025e+00,1.918948799999999899e+00,1.977161500000000016e+00
1.013000000000000000e+03,1.000000000000000000e+01,1.002652199999999993e+00,7.633094200000000162e-01,7.697781299999999494e-01,7.827155599999999769e-01,8.021217600000000170e-01,7.762468500000000438e-01,7.633094200000000162e-01,7.610746000000000455e-01,1.736811300000000058e+00,1.730306399999999911e+00,1.730306399999999911e+00,1.860404600000000075e+00,1.886424300000000054e+00,1.886424300000000054e+00,1.892929199999999978e+00,1.918948799999999899e+00,1.918948799999999899e+00,1.951473400000000025e+00,1.918948799999999899e+00,1.977161500000000016e+00,1.944534999999999902e+00
1.013000000000000000e+03,1.100000000000000000e+01,7.633094200000000162e-01,7.697781299999999494e-01,7.827155599999999769e-01,8.021217600000000170e-01,7.762468500000000438e-01,7.633094200000000162e-01,7.610746000000000455e-01,1.736811300000000058e+00,1.730306399999999911e+00,1.730306399999999911e+00,1.860404600000000075e+00,1.886424300000000054e+00,1.886424300000000054e+00,1.892929199999999978e+00,1.918948799999999899e+00,1.918948799999999899e+00,1.951473400000000025e+00,1.918948799999999899e+00,1.977161500000000016e+00,1.944534999999999902e+00,1.977161500000000016e+00
1.013000000000000000e+03,1.200000000000000000e+01,7.697781299999999494e-01,7.827155599999999769e-01,8.021217600000000170e-01,7.762468500000000438e-01,7.633094200000000162e-01,7.610746000000000455e-01,1.736811300000000058e+00,1.730306399999999911e+00,1.730306399999999911e+00,1.860404600000000075e+00,1.886424300000000054e+00,1.886424300000000054e+00,1.892929199999999978e+00,1.918948799999999899e+00,1.918948799999999899e+00,1.951473400000000025e+00,1.918948799999999899e+00,1.977161500000000016e+00,1.944534999999999902e+00,1.977161500000000016e+00,1.853181100000000026e+00
1.013000000000000000e+03,1.300000000000000000e+01,7.827155599999999769e-01,8.021217600000000170e-01,7.762468500000000438e-01,7.633094200000000162e-01,7.610746000000000455e-01,1.736811300000000058e+00,1.730306399999999911e+00,1.730306399999999911e+00,1.860404600000000075e+00,1.886424300000000054e+00,1.886424300000000054e+00,1.892929199999999978e+00,1.918948799999999899e+00,1.918948799999999899e+00,1.951473400000000025e+00,1.918948799999999899e+00,1.977161500000000016e+00,1.944534999999999902e+00,1.977161500000000016e+00,1.853181100000000026e+00,1.807504100000000058e+00
1.013000000000000000e+03,1.400000000000000000e+01,8.021217600000000170e-01,7.762468500000000438e-01,7.633094200000000162e-01,7.610746000000000455e-01,1.736811300000000058e+00,1.730306399999999911e+00,1.730306399999999911e+00,1.860404600000000075e+00,1.886424300000000054e+00,1.886424300000000054e+00,1.892929199999999978e+00,1.918948799999999899e+00,1.918948799999999899e+00,1.951473400000000025e+00,1.918948799999999899e+00,1.977161500000000016e+00,1.944534999999999902e+00,1.977161500000000016e+00,1.853181100000000026e+00,1.807504100000000058e+00,1.983686800000000083e+00
1.013000000000000000e+03,1.500000000000000000e+01,7.762468500000000438e-01,7.633094200000000162e-01,7.610746000000000455e-01,1.736811300000000058e+00,1.730306399999999911e+00,1.730306399999999911e+00,1.860404600000000075e+00,1.886424300000000054e+00,1.886424300000000054e+00,1.892929199999999978e+00,1.918948799999999899e+00,1.918948799999999899e+00,1.951473400000000025e+00,1.918948799999999899e+00,1.977161500000000016e+00,1.944534999999999902e+00,1.977161500000000016e+00,1.853181100000000026e+00,1.807504100000000058e+00,1.983686800000000083e+00,2.042414400000000185e+00
1.013000000000000000e+03,1.600000000000000000e+01,7.633094200000000162e-01,7.610746000000000455e-01,1.736811300000000058e+00,1.730306399999999911e+00,1.730306399999999911e+00,1.860404600000000075e+00,1.886424300000000054e+00,1.886424300000000054e+00,1.892929199999999978e+00,1.918948799999999899e+00,1.918948799999999899e+00,1.951473400000000025e+00,1.918948799999999899e+00,1.977161500000000016e+00,1.944534999999999902e+00,1.977161500000000016e+00,1.853181100000000026e+00,1.807504100000000058e+00,1.983686800000000083e+00,2.042414400000000185e+00,2.107667199999999852e+00
1.015000000000000000e+03,0.000000000000000000e+00,2.691543600000000147e+00,2.703752499999999781e+00,2.693763500000000199e+00,2.739269999999999872e+00,2.729280699999999893e+00,2.719628099999999993e+00,2.745211400000000079e+00,2.756334799999999863e+00,2.818624699999999983e+00,2.834197300000000030e+00,2.853106700000000107e+00,2.887588699999999786e+00,2.917621399999999809e+00,2.886476299999999995e+00,2.906498200000000143e+00,2.892038100000000167e+00,2.883139400000000130e+00,2.880690599999999879e+00,2.702250499999999889e+00,2.698904800000000215e+00,2.689982899999999955e+00
1.015000000000000000e+03,1.000000000000000000e+00,2.703752499999999781e+00,2.693763500000000199e+00,2.739269999999999872e+00,2.729280699999999893e+00,2.719628099999999993e+00,2.745211400000000079e+00,2.756334799999999863e+00,2.818624699999999983e+00,2.834197300000000030e+00,2.853106700000000107e+00,2.887588699999999786e+00,2.917621399999999809e+00,2.886476299999999995e+00,2.906498200000000143e+00,2.892038100000000167e+00,2.883139400000000130e+00,2.880690599999999879e+00,2.702250499999999889e+00,2.698904800000000215e+00,2.689982899999999955e+00,2.649833899999999964e+00
1.015000000000000000e+03,2.000000000000000000e+00,2.693763500000000199e+00,2.739269999999999872e+00,2.729280699999999893e+00,2.719628099999999993e+00,2.745211400000000079e+00,2.756334799999999863e+00,2.818624699999999983e+00,2.834197300000000030e+00,2.853106700000000107e+00,2.887588699999999786e+00,2.917621399999999809e+00,2.886476299999999995e+00,2.906498200000000143e+00,2.892038100000000167e+00,2.883139400000000130e+00,2.880690599999999879e+00,2.702250499999999889e+00,2.698904800000000215e+00,2.689982899999999955e+00,2.649833899999999964e+00,2.642027099999999962e+00
1.015000000000000000e+03,3.000000000000000000e+00,2.739269999999999872e+00,2.729280699999999893e+00,2.719628099999999993e+00,2.745211400000000079e+00,2.756334799999999863e+00,2.818624699999999983e+00,2.834197300000000030e+00,2.853106700000000107e+00,2.887588699999999786e+00,2.917621399999999809e+00,2.886476299999999995e+00,2.906498200000000143e+00,2.892038100000000167e+00,2.883139400000000130e+00,2.880690599999999879e+00,2.702250499999999889e+00,2.698904800000000215e+00,2.689982899999999955e+00,2.649833899999999964e+00,2.642027099999999962e+00,2.685521800000000070e+00
1.015000000000000000e+03,4.000000000000000000e+00,2.729280699999999893e+00,2.719628099999999993e+00,2.745211400000000079e+00,2.756334799999999863e+00,2.818624699999999983e+00,2.834197300000000030e+00,2.853106700000000107e+00,2.887588699999999786e+00,2.917621399999999809e+00,2.886476299999999995e+00,2.906498200000000143e+00,2.892038100000000167e+00,2.883139400000000130e+00,2.880690599999999879e+00,2.702250499999999889e+00,2.698904800000000215e+00,2.689982899999999955e+00,2.649833899999999964e+00,2.642027099999999962e+00,2.685521800000000070e+00,2.671023599999999831e+00
1.015000000000000000e+03,5.000000000000000000e+00,2.719628099999999993e+00,2.745211400000000079e+00,2.756334799999999863e+00,2.818624699999999983e+00,2.834197300000000030e+00,2.853106700000000107e+00,2.887588699999999786e+00,2.917621399999999809e+00,2.886476299999999995e+00,2.906498200000000143e+00,2.892038100000000167e+00,2.883139400000000130e+00,2.880690599999999879e+00,2.702250499999999889e+00,2.698904800000000215e+00,2.689982899999999955e+00,2.649833899999999964e+00,2.642027099999999962e+00,2.685521800000000070e+00,2.671023599999999831e+00,2.665447200000000016e+00
1.015000000000000000e+03,6.000000000000000000e+00,2.745211400000000079e+00,2.756334799999999863e+00,2.818624699999999983e+00,2.834197300000000030e+00,2.853106700000000107e+00,2.887588699999999786e+00,2.917621399999999809e+00,2.886476299999999995e+00,2.906498200000000143e+00,2.892038100000000167e+00,2.883139400000000130e+00,2.880690599999999879e+00,2.702250499999999889e+00,2.698904800000000215e+00,2.689982899999999955e+00,2.649833899999999964e+00,2.642027099999999962e+00,2.685521800000000070e+00,2.671023599999999831e+00,2.665447200000000016e+00,2.688867600000000024e+00
1.015000000000000000e+03,7.000000000000000000e+00,2.756334799999999863e+00,2.818624699999999983e+00,2.834197300000000030e+00,2.853106700000000107e+00,2.887588699999999786e+00,2.917621399999999809e+00,2.886476299999999995e+00,2.906498200000000143e+00,2.892038100000000167e+00,2.883139400000000130e+00,2.880690599999999879e+00,2.702250499999999889e+00,2.698904800000000215e+00,2.689982899999999955e+00,2.649833899999999964e+00,2.642027099999999962e+00,2.685521800000000070e+00,2.671023599999999831e+00,2.665447200000000016e+00,2.688867600000000024e+00,2.683291399999999882e+00
1.015000000000000000e+03,8.000000000000000000e+00,2.818624699999999983e+00,2.834197300000000030e+00,2.853106700000000107e+00,2.887588699999999786e+00,2.917621399999999809e+00,2.886476299999999995e+00,2.906498200000000143e+00,2.892038100000000167e+00,2.883139400000000130e+00,2.880690599999999879e+00,2.702250499999999889e+00,2.698904800000000215e+00,2.689982899999999955e+00,2.649833899999999964e+00,2.642027099999999962e+00,2.685521800000000070e+00,2.671023599999999831e+00,2.665447200000000016e+00,2.688867600000000024e+00,2.683291399999999882e+00,2.696674300000000191e+00
1.015000000000000000e+03,9.000000000000000000e+00,2.834197300000000030e+00,2.853106700000000107e+00,2.887588699999999786e+00,2.917621399999999809e+00,2.886476299999999995e+00,2.906498200000000143e+00,2.892038100000000167e+00,2.883139400000000130e+00,2.880690599999999879e+00,2.702250499999999889e+00,2.698904800000000215e+00,2.689982899999999955e+00,2.649833899999999964e+00,2.642027099999999962e+00,2.685521800000000070e+00,2.671023599999999831e+00,2.665447200000000016e+00,2.688867600000000024e+00,2.683291399999999882e+00,2.696674300000000191e+00,2.701133500000000076e+00
1.015000000000000000e+03,1.000000000000000000e+01,2.853106700000000107e+00,2.887588699999999786e+00,2.917621399999999809e+00,2.886476299999999995e+00,2.906498200000000143e+00,2.892038100000000167e+00,2.883139400000000130e+00,2.880690599999999879e+00,2.702250499999999889e+00,2.698904800000000215e+00,2.689982899999999955e+00,2.649833899999999964e+00,2.642027099999999962e+00,2.685521800000000070e+00,2.671023599999999831e+00,2.665447200000000016e+00,2.688867600000000024e+00,2.683291399999999882e+00,2.696674300000000191e+00,2.701133500000000076e+00,2.706716500000000192e+00
1.015000000000000000e+03,1.100000000000000000e+01,2.887588699999999786e+00,2.917621399999999809e+00,2.886476299999999995e+00,2.906498200000000143e+00,2.892038100000000167e+00,2.883139400000000130e+00,2.880690599999999879e+00,2.702250499999999889e+00,2.698904800000000215e+00,2.689982899999999955e+00,2.649833899999999964e+00,2.642027099999999962e+00,2.685521800000000070e+00,2.671023599999999831e+00,2.665447200000000016e+00,2.688867600000000024e+00,2.683291399999999882e+00,2.696674300000000191e+00,2.701133500000000076e+00,2.706716500000000192e+00,2.717882900000000213e+00
1.015000000000000000e+03,1.200000000000000000e+01,2.917621399999999809e+00,2.886476299999999995e+00,2.906498200000000143e+00,2.892038100000000167e+00,2.883139400000000130e+00,2.880690599999999879e+00,2.702250499999999889e+00,2.698904800000000215e+00,2.689982899999999955e+00,2.649833899999999964e+00,2.642027099999999962e+00,2.685521800000000070e+00,2.671023599999999831e+00,2.665447200000000016e+00,2.688867600000000024e+00,2.683291399999999882e+00,2.696674300000000191e+00,2.701133500000000076e+00,2.706716500000000192e+00,2.717882900000000213e+00,2.707833299999999888e+00
1.015000000000000000e+03,1.300000000000000000e+01,2.886476299999999995e+00,2.906498200000000143e+00,2.892038100000000167e+00,2.883139400000000130e+00,2.880690599999999879e+00,2.702250499999999889e+00,2.698904800000000215e+00,2.689982899999999955e+00,2.649833899999999964e+00,2.642027099999999962e+00,2.685521800000000070e+00,2.671023599999999831e+00,2.665447200000000016e+00,2.688867600000000024e+00,2.683291399999999882e+00,2.696674300000000191e+00,2.701133500000000076e+00,2.706716500000000192e+00,2.717882900000000213e+00,2.707833299999999888e+00,2.691083700000000078e+00
1.015000000000000000e+03,1.400000000000000000e+01,2.906498200000000143e+00,2.892038100000000167e+00,2.883139400000000130e+00,2.880690599999999879e+00,2.702250499999999889e+00,2.698904800000000215e+00,2.689982899999999955e+00,2.649833899999999964e+00,2.642027099999999962e+00,2.685521800000000070e+00,2.671023599999999831e+00,2.665447200000000016e+00,2.688867600000000024e+00,2.683291399999999882e+00,2.696674300000000191e+00,2.701133500000000076e+00,2.706716500000000192e+00,2.717882900000000213e+00,2.707833299999999888e+00,2.691083700000000078e+00,2.724582700000000024e+00
1.015000000000000000e+03,1.500000000000000000e+01,2.892038100000000167e+00,2.883139400000000130e+00,2.880690599999999879e+00,2.702250499999999889e+00,2.698904800000000215e+00,2.689982899999999955e+00,2.649833899999999964e+00,2.642027099999999962e+00,2.685521800000000070e+00,2.671023599999999831e+00,2.665447200000000016e+00,2.688867600000000024e+00,2.683291399999999882e+00,2.696674300000000191e+00,2.701133500000000076e+00,2.706716500000000192e+00,2.717882900000000213e+00,2.707833299999999888e+00,2.691083700000000078e+00,2.724582700000000024e+00,2.782647600000000221e+00
1.015000000000000000e+03,1.600000000000000000e+01,2.883139400000000130e+00,2.880690599999999879e+00,2.702250499999999889e+00,2.698904800000000215e+00,2.689982899999999955e+00,2.649833899999999964e+00,2.642027099999999962e+00,2.685521800000000070e+00,2.671023599999999831e+00,2.665447200000000016e+00,2.688867600000000024e+00,2.683291399999999882e+00,2.696674300000000191e+00,2.701133500000000076e+00,2.706716500000000192e+00,2.717882900000000213e+00,2.707833299999999888e+00,2.691083700000000078e+00,2.724582700000000024e+00,2.782647600000000221e+00,2.788230700000000173e+00
1.017000000000000000e+03,0.000000000000000000e+00,1.486542299999999983e+00,1.355155899999999969e+00,1.355155899999999969e+00,1.362663699999999922e+00,1.343894200000000039e+00,1.319910499999999987e+00,1.331096199999999952e+00,1.301267699999999916e+00,1.327367699999999928e+00,1.342281899999999917e+00,1.342281899999999917e+00,1.349739000000000022e+00,1.379567500000000058e+00,1.379567500000000058e+00,1.379567500000000058e+00,1.360924699999999987e+00,1.338553300000000057e+00,1.383718699999999968e+00,1.282195900000000055e+00,1.282195900000000055e+00,1.293476199999999965e+00
1.017000000000000000e+03,1.000000000000000000e+00,1.355155899999999969e+00,1.355155899999999969e+00,1.362663699999999922e+00,1.343894200000000039e+00,1.319910499999999987e+00,1.331096199999999952e+00,1.301267699999999916e+00,1.327367699999999928e+00,1.342281899999999917e+00,1.342281899999999917e+00,1.349739000000000022e+00,1.379567500000000058e+00,1.379567500000000058e+00,1.379567500000000058e+00,1.360924699999999987e+00,1.338553300000000057e+00,1.383718699999999968e+00,1.282195900000000055e+00,1.282195900000000055e+00,1.293476199999999965e+00,1.282195900000000055e+00
1.017000000000000000e+03,2.000000000000000000e+00,1.355155899999999969e+00,1.362663699999999922e+00,1.343894200000000039e+00,1.319910499999999987e+00,1.331096199999999952e+00,1.301267699999999916e+00,1.327367699999999928e+00,1.342281899999999917e+00,1.342281899999999917e+00,1.349739000000000022e+00,1.379567500000000058e+00,1.379567500000000058e+00,1.379567500000000058e+00,1.360924699999999987e+00,1.338553300000000057e+00,1.383718699999999968e+00,1.282195900000000055e+00,1.282195900000000055e+00,1.293476199999999965e+00,1.282195900000000055e+00,1.252115000000000089e+00
